nvsmi profiling: V100S_PCIE_32GB
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '22C', 'power_usage': '23W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '37C', 'power_usage': '248W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '38C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '39C', 'power_usage': '248W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '39C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '39C', 'power_usage': '241W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '41C', 'power_usage': '237W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '40C', 'power_usage': '242W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '41C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '41C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '42C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '42C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '43C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '43C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '44C', 'power_usage': '248W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '44C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '44C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '46C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '45C', 'power_usage': '242W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '45C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '46C', 'power_usage': '242W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '46C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '46C', 'power_usage': '249W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '46C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '47C', 'power_usage': '249W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '47C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '47C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '47C', 'power_usage': '248W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '48C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '48C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '239W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '234W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '243W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '243W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '49C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '50C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '51C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '51C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '231W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '51C', 'power_usage': '239W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '51C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '51C', 'power_usage': '243W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '243W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '52C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '185W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '241W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '243W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '248W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '53C', 'power_usage': '249W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '249W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '247W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '252W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '206W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '244W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '246W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
{'timestamp_readable': '00:21:00', 'timestamp_raw': 1713673260.0, 0: {'temp_celsius': '54C', 'power_usage': '245W / 250W', 'memory_usage': '30880MiB / 32768MiB', 'gpu_utilization': '100%'}, 1: {'temp_celsius': '20C', 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}}
